"I-P01"	"OTU"	"I-P07"	"I-P11"	"I-S07"	"I-S29"	"I-S34"	"I-W31"	"I-W32"	"I-W33"	"S-P03"	"S-P09"	"S-P12"	"S-S05"	"S-S08"	"S-S32"	"S-W20"	"S-W36"	"S-W37"
249	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. OF13-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.Bacillus azotoformans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoanaerobaculum.Lachnoanaerobaculum sp. ICM7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium tyrobutyricum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM51-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM45-5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia sp. CAG:257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus sp. YN15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia.Roseburia sp. AF15-21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium sp. AM47-9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	"Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium straminisolvens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. HV4-5-A1G"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AF02-29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Acetobacterium.Acetobacterium woodii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus odorifer"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM22-11AC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Peptoniphilaceae.Finegoldia.Finegoldia magna"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium celatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerobutyricum.Anaerobutyricum soehngenii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. JN-9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. C8-1-8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus koleovorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	"Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacteraceae.Tepidanaerobacter.Tepidanaerobacter syntrophicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.Bacillus thuringiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Alkalicoccus.Alkalicoccus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus sp. AF45-4BH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Selenomonas.Selenomonas sp. WCA-380-WT-3B 3/"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.NA.Clostridiaceae bacterium BRH_c20a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus faecis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus dakarensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium sp. 36_13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	"Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium josui"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Parageobacillus.Parageobacillus thermantarcticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:594"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. TF06-15AC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium vincentii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfitobacterium.Desulfitobacterium metallireducens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium siraeum CAG:80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus sp. Marseille-P3787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus sp. NEAU-GSW1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus sp. AF31-14BH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.Bacillus coagulans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM09-51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	"Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Faecalitalea.Faecalitalea cylindroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Peptoanaerobacter.[Eubacterium] yurii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Alkaliphilus.Alkaliphilus metalliredigens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Anaerovibrio.Anaerovibrio sp. JC8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus sp. CAG:131-related_45_246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea.Dorea sp. AGR2135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Butyricicoccus.Butyricicoccus sp. AM42-5AC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea.Dorea sp. AF24-7LB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	"Bacteria.Firmicutes.Clostridia.Clostridiales.Syntrophomonadaceae.Syntrophomonas.Syntrophomonas palmitatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium jeddahense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.NA.Eubacteriaceae bacterium RF-744-FAT-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Paramaledivibacter.Paramaledivibacter caminithermalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	"Bacteria.Firmicutes.Clostridia.Clostridiales.NA.NA.butyrate-producing bacterium SS3/4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:492"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	"Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales Family III. Incertae Sedis.Caldicellulosiruptor.Caldicellulosiruptor danielii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.Bacillus endozanthoxylicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Neglecta.Neglecta sp. 59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	"Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacteraceae.Caldanaerobius.Caldanaerobius fijiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus.Bacillus megaterium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	"Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Absiella.Absiella dolichum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Fervidicella.Fervidicella metallireducens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.NA.Peptococcaceae bacterium CEB3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium cuniculi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Propionispira.Propionispira arboris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.NA.Lachnospiraceae bacterium MD2004"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium carboxidivorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Abyssisolibacter.Abyssisolibacter fermentans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	"Bacteria.Firmicutes.Clostridia.Clostridiales.NA.NA.Clostridiales bacterium 38-18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Tissierellaceae.NA.[Clostridium] ultunense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. HMP27"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.NA.Lachnospiraceae bacterium A10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium isatidis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus plurextorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	"Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Coprobacillus.Coprobacillus sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	"Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Anaeroglobus.Anaeroglobus geminatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Alkalibacter.Alkalibacter saccharofermentans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus sp. AF37-3AC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Garciella.Garciella nitratireducens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.NA.Lachnospiraceae bacterium CAG:364"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Coprobacillus.Coprobacillus cateniformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Tissierellaceae.Sporanaerobacter.Sporanaerobacter acetigenes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Dehalobacter.Dehalobacter sp. E1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus nanensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum.Subdoligranulum sp. 4_3_54A2FAA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Robinsoniella.Robinsoniella sp. RHS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Thermoanaerosceptrum.Thermoanaerosceptrum fracticalcis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Pseudobutyrivibrio.Pseudobutyrivibrio sp. JW11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	"Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium sp. TM06-47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium cylindrosporum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Shuttleworthia.Shuttleworthia sp. MSX8B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Tetragenococcus.Tetragenococcus halophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Fonticella.Fonticella tunisiensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Peptostreptococcus.Peptostreptococcus sp. Marseille-P4308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM32-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium frigidicarnis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	"Bacteria.Firmicutes.NA.NA.NA.NA.Firmicutes bacterium HGW-Firmicutes-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	"Bacteria.Firmicutes.Tissierellia.NA.NA.Sedimentibacter.Sedimentibacter sp. B4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	"Bacteria.Firmicutes.Clostridia.Halanaerobiales.Halobacteroidaceae.Orenia.Orenia metallireducens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium gasigenes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Acetoanaerobium.Acetoanaerobium noterae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.NA.Ruminococcaceae bacterium AE2021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Sporomusaceae.Pelosinus.Pelosinus sp. UFO1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfitibacter.Desulfitibacter sp. BRH_c19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"Bacteria.Firmicutes.Bacilli.Bacillales.Paenibacillaceae.Paenibacillus.Paenibacillus daejeonensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.NA.Ruminococcaceae bacterium D16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus sp. TM10-9AT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia sp. KGMB01111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. CAG:1000"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium clostridioforme CAG:132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Selenomonas.Selenomonas sp. FOBRC6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. FS41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfosporosinus.Candidatus Desulfosporosinus infrequens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AM16-23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Peptoniphilaceae.Anaerococcus.Anaerococcus hydrogenalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	"Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.Enterococcus phoeniculicola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfosporosinus.Desulfosporosinus sp. OL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.NA.Clostridiaceae bacterium JG1575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Epulopiscium.Epulopiscium sp. Nele67-Bin004"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfosporosinus.Desulfosporosinus orientis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium amazonitimonense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Sporomusaceae.Pelosinus.Pelosinus propionicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.NA.Clostridiaceae bacterium AM27-36LB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"Bacteria.Firmicutes.Tissierellia.NA.NA.Sedimentibacter.Sedimentibacter saalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Oribacterium.Oribacterium sp. oral taxon 108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Peptoniphilaceae.Murdochiella.Murdochiella massiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Megasphaera.Megasphaera sp. ASD88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacteraceae.Calorimonas.Calorimonas adulescens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfitibacter.Desulfitibacter alkalitolerans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelothrix.Erysipelothrix rhusiopathiae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"Bacteria.Firmicutes.Tissierellia.Tissierellales.Gottschalkiaceae.Andreesenia.Andreesenia angusta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfosporosinus.Desulfosporosinus meridiei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium sp. AF37-5AT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.NA.Clostridiaceae bacterium MJB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	"Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus pentosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	"Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfotomaculum.Desulfotomaculum aeronauticum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	"Bacteria.Firmicutes.Negativicutes.Selenomonadales.Sporomusaceae.Anaerospora.Anaerospora hongkongensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
